MainDrug,NDC,Strength,Formulation,Inactive
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",CORTICOTROPIN
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",CORTISONE ACETATE
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",EUGENOL
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",STEARYL ALCOHOL
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",XYLITOL
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",ESTRONE
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",BENZOIC ACID
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",CHLORINE
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",POTASSIUM SORBATE
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",SORBITOL
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",RESORCINOL
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",BENZYL ALCOHOL
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",LACTIC ACID
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",ISOPROPYL PALMITATE
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",BORIC ACID
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",ACETIC ACID
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",PHENYLBUTAZONE
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",PETROLATUM
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",WATER
berberis vulgaris root bark,43742-1138,30 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, phytolacca decandra, stillingia sylvatica, trifolium pratense, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum liquid",ALCOHOL
berberis vulgaris root bark,43742-1240,3 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, stillingia sylvatica, trifolium pratense, phytolacca decandra, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum, benzyl alcohol, liquid",LEAD
berberis vulgaris root bark,43742-1240,3 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, stillingia sylvatica, trifolium pratense, phytolacca decandra, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum, benzyl alcohol, liquid",GLYCYRRHIZA GLABRA
berberis vulgaris root bark,43742-1240,3 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, stillingia sylvatica, trifolium pratense, phytolacca decandra, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum, benzyl alcohol, liquid",ARCTIUM LAPPA ROOT
berberis vulgaris root bark,43742-1240,3 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, stillingia sylvatica, trifolium pratense, phytolacca decandra, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum, benzyl alcohol, liquid",STILLINGIA SYLVATICA ROOT
berberis vulgaris root bark,43742-1240,3 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, stillingia sylvatica, trifolium pratense, phytolacca decandra, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum, benzyl alcohol, liquid",TRIFOLIUM PRATENSE FLOWER
berberis vulgaris root bark,43742-1240,3 [hp_X]  in 1 mL,"berberis vulgaris, glycyrrhiza glabra, lappa major, stillingia sylvatica, trifolium pratense, phytolacca decandra, glandula suprarenalis suis, hepar suis, lymph node (suis), thyroidinum (suis), iridium metallicum, lycopodium clavatum, nitricum acidum, nux vomica, phosphoricum acidum, selenium metallicum, salicylicum acidum, adrenocorticotrophin, cortisone aceticum, eugenol, stearyl alcohol, xylitol, folliculinum, benzoicum acidum, chlorinum, potassium sorbate, sorbitol, resorcinum, benzyl alcohol, liquid",PHYTOLACCA AMERICANA ROOT
